satellites_used,processed_at,timestamp_iso,timestamp,lon,sog,cog,id,lat,ele,quality,datetime,distance_m,time_diff_s,speed_kmh
14.0,2025-05-23T16:52:37.063238,2025-04-22T13:28:27,1745328507.0,2.905362,48.37,315.19,vehicle_01,42.35352,55.83,1.0,2025-04-22 13:28:27,201.96659180110578,8.0,90.8849663104976
14.0,2025-05-23T16:52:37.068301,2025-04-22T13:28:36,1745328516.0,2.903692,48.31,327.68,vehicle_01,42.35515,59.63,1.0,2025-04-22 13:28:36,227.33709770771793,9.0,90.93483908308717
14.0,2025-05-23T16:52:37.073505,2025-04-22T13:28:44,1745328524.0,2.902565,49.14,333.85,vehicle_01,42.35678,61.33,1.0,2025-04-22 13:28:44,203.53514095062616,8.0,91.59081342778177
14.0,2025-05-23T16:52:37.078737,2025-04-22T13:28:53,1745328533.0,2.901336,49.34,329.95,vehicle_01,42.35862,66.01,1.0,2025-04-22 13:28:53,228.16317113476717,9.0,91.26526845390687
14.0,2025-05-23T16:52:37.083791,2025-04-22T13:29:03,1745328543.0,2.899554,50.05,321.15,vehicle_01,42.36052,63.8,1.0,2025-04-22 13:29:03,257.0478562907186,10.0,92.5372282646587
14.0,2025-05-23T16:52:37.088924,2025-04-22T13:29:12,1745328552.0,2.897617,48.87,309.56,vehicle_01,42.36195,64.86,1.0,2025-04-22 13:29:12,224.97230891513132,9.0,89.98892356605252
14.0,2025-05-23T16:52:37.094267,2025-04-22T13:29:20,1745328560.0,2.895714,48.1,306.41,vehicle_01,42.36304,66.44,1.0,2025-04-22 13:29:20,197.82930449647617,8.0,89.02318702341428
14.0,2025-05-23T16:52:37.099497,2025-04-22T13:29:29,1745328569.0,2.893668,45.71,315.45,vehicle_01,42.36429,68.33,1.0,2025-04-22 13:29:29,218.12071345359206,9.0,87.24828538143683
14.0,2025-05-23T16:52:37.104686,2025-04-22T13:29:38,1745328578.0,2.892075,43.77,327.52,vehicle_01,42.36581,76.73,1.0,2025-04-22 13:29:38,213.76520675921586,9.0,85.50608270368635
13.0,2025-05-23T16:52:37.109861,2025-04-22T13:29:48,1745328588.0,2.890887,43.28,340.1,vehicle_01,42.36768,83.45,1.0,2025-04-22 13:29:48,229.7014998148351,10.0,82.69253993334064
13.0,2025-05-23T16:52:37.115099,2025-04-22T13:29:57,1745328597.0,2.89033,43.35,350.0,vehicle_01,42.36944,89.54,1.0,2025-04-22 13:29:57,200.9816653015061,9.0,80.39266612060244
13.0,2025-05-23T16:52:37.120265,2025-04-22T13:30:05,1745328605.0,2.890014,43.8,348.54,vehicle_01,42.37102,90.68,1.0,2025-04-22 13:30:05,177.59555663459324,8.0,79.91800048556696
13.0,2025-05-23T16:52:37.125246,2025-04-22T13:30:14,1745328614.0,2.889274,42.14,337.18,vehicle_01,42.37275,89.04,1.0,2025-04-22 13:30:14,201.74396767992184,9.0,80.69758707196874
12.0,2025-05-23T16:52:37.130232,2025-04-22T13:30:23,1745328623.0,2.888177,43.78,331.41,vehicle_01,42.37439,84.3,1.0,2025-04-22 13:30:23,203.41048569493748,9.0,81.36419427797499
12.0,2025-05-23T16:52:37.135351,2025-04-22T13:30:32,1745328632.0,2.887074,42.91,339.16,vehicle_01,42.376,87.88,1.0,2025-04-22 13:30:32,200.6463453762293,9.0,80.25853815049173
13.0,2025-05-23T16:52:37.140515,2025-04-22T13:30:41,1745328641.0,2.88643,42.47,347.98,vehicle_01,42.3777,86.23,1.0,2025-04-22 13:30:41,196.29382385683084,9.0,78.51752954273233
13.0,2025-05-23T16:52:37.145435,2025-04-22T13:30:49,1745328649.0,2.886218,42.9,357.12,vehicle_01,42.37926,88.08,1.0,2025-04-22 13:30:49,174.33596870009006,8.0,78.45118591504053
13.0,2025-05-23T16:52:37.150481,2025-04-22T13:30:58,1745328658.0,2.886032,44.23,353.4,vehicle_01,42.38109,87.98,1.0,2025-04-22 13:30:58,204.0594350960386,9.0,81.62377403841545
13.0,2025-05-23T16:52:37.155585,2025-04-22T13:31:07,1745328667.0,2.885507,44.11,344.59,vehicle_01,42.38288,82.9,1.0,2025-04-22 13:31:07,203.6564482999591,9.0,81.46257931998365
13.0,2025-05-23T16:52:37.160812,2025-04-22T13:31:16,1745328676.0,2.884581,43.55,335.42,vehicle_01,42.38453,77.02,1.0,2025-04-22 13:31:16,198.61102571732795,9.0,79.44441028693117
13.0,2025-05-23T16:52:37.165763,2025-04-22T13:31:25,1745328685.0,2.883504,44.04,336.0,vehicle_01,42.38619,78.77,1.0,2025-04-22 13:31:25,204.6839571103241,9.0,81.87358284412963
12.0,2025-05-23T16:52:37.170798,2025-04-22T13:31:33,1745328693.0,2.882753,43.33,343.48,vehicle_01,42.38769,81.61,1.0,2025-04-22 13:31:33,177.83148997768515,8.0,80.02417048995832
13.0,2025-05-23T16:52:37.175651,2025-04-22T13:31:42,1745328702.0,2.882205,44.23,346.48,vehicle_01,42.38945,80.45,1.0,2025-04-22 13:31:42,200.8113978377953,9.0,80.32455913511812
13.0,2025-05-23T16:52:37.180621,2025-04-22T13:31:51,1745328711.0,2.881402,43.1,338.08,vehicle_01,42.39117,77.27,1.0,2025-04-22 13:31:51,202.3055160318558,9.0,80.92220641274231
13.0,2025-05-23T16:52:37.185668,2025-04-22T13:32:00,1745328720.0,2.880278,43.41,330.03,vehicle_01,42.39276,80.4,1.0,2025-04-22 13:32:00,199.4458846380506,9.0,79.77835385522023
13.0,2025-05-23T16:52:37.190662,2025-04-22T13:32:09,1745328729.0,2.879063,43.5,333.94,vehicle_01,42.39434,85.06,1.0,2025-04-22 13:32:09,202.0438143497135,9.0,80.81752573988541
13.0,2025-05-23T16:52:37.195936,2025-04-22T13:32:18,1745328738.0,2.878171,43.39,341.74,vehicle_01,42.39604,98.2,1.0,2025-04-22 13:32:18,202.72744385950415,9.0,81.09097754380167
12.0,2025-05-23T16:52:37.200800,2025-04-22T13:32:27,1745328747.0,2.877503,43.53,343.98,vehicle_01,42.39776,102.89,1.0,2025-04-22 13:32:27,198.9661397920552,9.0,79.58645591682209
13.0,2025-05-23T16:52:37.205725,2025-04-22T13:32:35,1745328755.0,2.87688,43.55,340.97,vehicle_01,42.3993,99.18,1.0,2025-04-22 13:32:35,178.71840632106108,8.0,80.42328284447748
12.0,2025-05-23T16:52:37.211000,2025-04-22T13:32:45,1745328765.0,2.875908,44.24,337.54,vehicle_01,42.4012,94.54,1.0,2025-04-22 13:32:45,225.84349316257854,10.0,81.30365753852827
11.0,2025-05-23T16:52:37.215974,2025-04-22T13:32:53,1745328773.0,2.874985,43.98,335.13,vehicle_01,42.40268,94.04,1.0,2025-04-22 13:32:53,181.1809341228099,8.0,81.53142035526446
13.0,2025-05-23T16:52:37.221028,2025-04-22T13:33:02,1745328782.0,2.873952,43.17,334.61,vehicle_01,42.4043,96.38,1.0,2025-04-22 13:33:02,199.1052606687794,9.0,79.64210426751177
11.0,2025-05-23T16:52:37.225925,2025-04-22T13:33:11,1745328791.0,2.873041,43.54,339.96,vehicle_01,42.40598,89.91,1.0,2025-04-22 13:33:11,201.22580908446835,9.0,80.49032363378734
12.0,2025-05-23T16:52:37.230954,2025-04-22T13:33:19,1745328799.0,2.872546,42.97,352.14,vehicle_01,42.40752,87.85,1.0,2025-04-22 13:33:19,175.9969250128408,8.0,79.19861625577836
12.0,2025-05-23T16:52:37.236132,2025-04-22T13:33:29,1745328809.0,2.872442,43.67,2.83,vehicle_01,42.40956,94.26,1.0,2025-04-22 13:33:29,226.99829563483547,10.0,81.71938642854077
12.0,2025-05-23T16:52:37.241209,2025-04-22T13:33:37,1745328817.0,2.872561,43.4,359.47,vehicle_01,42.41116,99.34,1.0,2025-04-22 13:33:37,178.17992714239915,8.0,80.18096721407962
12.0,2025-05-23T16:52:37.246165,2025-04-22T13:33:46,1745328826.0,2.872386,43.1,352.33,vehicle_01,42.41297,101.53,1.0,2025-04-22 13:33:46,201.77494900224136,9.0,80.70997960089655
13.0,2025-05-23T16:52:37.251756,2025-04-22T13:33:55,1745328835.0,2.871929,38.39,349.37,vehicle_01,42.4147,96.17,1.0,2025-04-22 13:33:55,195.99153985218533,9.0,78.39661594087413
13.0,2025-05-23T16:52:37.256933,2025-04-22T13:34:04,1745328844.0,2.871505,46.91,350.03,vehicle_01,42.41641,94.66,1.0,2025-04-22 13:34:04,193.30291120025208,9.0,77.32116448010085
13.0,2025-05-23T16:52:37.261906,2025-04-22T13:34:13,1745328853.0,2.871061,45.53,350.56,vehicle_01,42.41829,99.92,1.0,2025-04-22 13:34:13,212.20007055995387,9.0,84.88002822398154
13.0,2025-05-23T16:52:37.267355,2025-04-22T13:34:22,1745328862.0,2.870576,44.28,347.31,vehicle_01,42.42011,100.63,1.0,2025-04-22 13:34:22,206.25365639072632,9.0,82.50146255629053
13.0,2025-05-23T16:52:37.272293,2025-04-22T13:34:31,1745328871.0,2.869869,43.55,338.85,vehicle_01,42.42186,98.54,1.0,2025-04-22 13:34:31,203.0607359016827,9.0,81.22429436067308
13.0,2025-05-23T16:52:37.277450,2025-04-22T13:34:40,1745328880.0,2.868758,43.8,327.42,vehicle_01,42.42345,93.66,1.0,2025-04-22 13:34:40,198.93357504748596,9.0,79.57343001899439
13.0,2025-05-23T16:52:37.282529,2025-04-22T13:34:49,1745328889.0,2.867355,43.45,323.68,vehicle_01,42.42495,93.71,1.0,2025-04-22 13:34:49,202.68543048649184,9.0,81.07417219459674
14.0,2025-05-23T16:52:37.287460,2025-04-22T13:34:58,1745328898.0,2.865937,43.53,325.85,vehicle_01,42.4264,97.5,1.0,2025-04-22 13:34:58,198.851948593433,9.0,79.5407794373732
14.0,2025-05-23T16:52:37.292369,2025-04-22T13:35:07,1745328907.0,2.864798,42.46,336.4,vehicle_01,42.42799,111.73,1.0,2025-04-22 13:35:07,199.99442409863778,9.0,79.99776963945511
13.0,2025-05-23T16:52:37.297364,2025-04-22T13:35:15,1745328915.0,2.86418,42.99,346.29,vehicle_01,42.42952,111.18,1.0,2025-04-22 13:35:15,177.5284892874191,8.0,79.88782017933859
13.0,2025-05-23T16:52:37.303489,2025-04-22T13:35:25,1745328925.0,2.863761,41.16,354.92,vehicle_01,42.43148,109.13,1.0,2025-04-22 13:35:25,220.63839688684664,10.0,79.42982287926479
12.0,2025-05-23T16:52:37.308605,2025-04-22T13:35:34,1745328934.0,2.863653,39.24,358.49,vehicle_01,42.43317,113.03,1.0,2025-04-22 13:35:34,188.12834370684212,9.0,75.25133748273684
12.0,2025-05-23T16:52:37.313713,2025-04-22T13:35:43,1745328943.0,2.863783,39.52,6.56,vehicle_01,42.43482,114.66,1.0,2025-04-22 13:35:43,183.7815625764962,9.0,73.51262503059849
12.0,2025-05-23T16:52:37.318732,2025-04-22T13:35:52,1745328952.0,2.864395,38.33,21.0,vehicle_01,42.4364,113.64,1.0,2025-04-22 13:35:52,182.72588593945193,9.0,73.09035437578078
13.0,2025-05-23T16:52:37.323843,2025-04-22T13:36:01,1745328961.0,2.865492,38.48,34.87,vehicle_01,42.43777,129.77,1.0,2025-04-22 13:36:01,176.9489269829663,9.0,70.77957079318652
13.0,2025-05-23T16:52:37.328968,2025-04-22T13:36:10,1745328970.0,2.866506,36.87,20.75,vehicle_01,42.4392,118.8,1.0,2025-04-22 13:36:10,179.4654493307932,9.0,71.78617973231728
13.0,2025-05-23T16:52:37.334251,2025-04-22T13:36:19,1745328979.0,2.867137,37.1,19.33,vehicle_01,42.44069,107.9,1.0,2025-04-22 13:36:19,173.58333740355337,9.0,69.43333496142135
12.0,2025-05-23T16:52:37.339453,2025-04-22T13:36:28,1745328988.0,2.868,35.51,26.4,vehicle_01,42.44213,103.87,1.0,2025-04-22 13:36:28,175.0816493940637,9.0,70.03265975762548
12.0,2025-05-23T16:52:37.344580,2025-04-22T13:36:37,1745328997.0,2.868584,34.3,12.15,vehicle_01,42.44352,97.61,1.0,2025-04-22 13:36:37,161.81935660340943,9.0,64.72774264136378
12.0,2025-05-23T16:52:37.350878,2025-04-22T13:36:46,1745329006.0,2.868692,33.18,354.03,vehicle_01,42.44491,98.11,1.0,2025-04-22 13:36:46,154.81479217532183,9.0,61.92591687012874
12.0,2025-05-23T16:52:37.356123,2025-04-22T13:36:55,1745329015.0,2.868285,32.36,345.36,vehicle_01,42.44629,94.45,1.0,2025-04-22 13:36:55,157.04092975804377,9.0,62.81637190321751
11.0,2025-05-23T16:52:37.361405,2025-04-22T13:37:03,1745329023.0,2.867959,32.52,354.98,vehicle_01,42.44748,91.41,1.0,2025-04-22 13:37:03,134.9984912333781,8.0,60.74932105502015
10.0,2025-05-23T16:52:37.366458,2025-04-22T13:37:13,1745329033.0,2.868106,32.29,7.31,vehicle_01,42.44897,89.71,1.0,2025-04-22 13:37:13,166.11887998795098,10.0,59.80279679566235
11.0,2025-05-23T16:52:37.371482,2025-04-22T13:37:22,1745329042.0,2.868341,32.67,359.92,vehicle_01,42.45037,88.17,1.0,2025-04-22 13:37:22,156.86240400804286,9.0,62.74496160321715
11.0,2025-05-23T16:52:37.376506,2025-04-22T13:37:31,1745329051.0,2.868172,32.27,346.63,vehicle_01,42.45175,85.81,1.0,2025-04-22 13:37:31,154.0741808567688,9.0,61.62967234270752
9.0,2025-05-23T16:52:37.381591,2025-04-22T13:37:40,1745329060.0,2.867654,35.48,346.54,vehicle_01,42.45311,84.72,1.0,2025-04-22 13:37:40,157.0833259362793,9.0,62.83333037451171
10.0,2025-05-23T16:52:37.386898,2025-04-22T13:37:49,1745329069.0,2.867241,39.11,348.46,vehicle_01,42.45465,83.96,1.0,2025-04-22 13:37:49,174.5602508333241,9.0,69.82410033332964
11.0,2025-05-23T16:52:37.392171,2025-04-22T13:37:58,1745329078.0,2.866487,41.94,334.59,vehicle_01,42.45627,83.46,1.0,2025-04-22 13:37:58,190.4608088396658,9.0,76.18432353586631
9.0,2025-05-23T16:52:37.397326,2025-04-22T13:38:07,1745329087.0,2.865294,50.62,344.65,vehicle_01,42.45802,83.3,1.0,2025-04-22 13:38:07,217.8174106510276,9.0,87.12696426041103
9.0,2025-05-23T16:52:37.402657,2025-04-22T13:38:16,1745329096.0,2.865083,45.21,1.87,vehicle_01,42.46006,83.18,1.0,2025-04-22 13:38:16,227.49711154037624,9.0,90.99884461615049
10.0,2025-05-23T16:52:37.407859,2025-04-22T13:38:25,1745329105.0,2.865624,54.45,5.35,vehicle_01,42.46224,83.0,1.0,2025-04-22 13:38:25,246.43396352524667,9.0,98.57358541009866
10.0,2025-05-23T16:52:37.412968,2025-04-22T13:38:34,1745329114.0,2.86535,54.02,350.93,vehicle_01,42.46447,83.18,1.0,2025-04-22 13:38:34,248.98124502350677,9.0,99.5924980094027
10.0,2025-05-23T16:52:37.418308,2025-04-22T13:38:44,1745329124.0,2.864949,45.78,351.39,vehicle_01,42.46687,83.89,1.0,2025-04-22 13:38:44,268.8872630372666,10.0,96.799414693416
11.0,2025-05-23T16:52:37.423337,2025-04-22T13:38:53,1745329133.0,2.864619,42.37,349.75,vehicle_01,42.46863,84.4,1.0,2025-04-22 13:38:53,197.56609058062025,9.0,79.0264362322481
11.0,2025-05-23T16:52:37.428457,2025-04-22T13:39:02,1745329142.0,2.864158,44.55,346.69,vehicle_01,42.47041,84.65,1.0,2025-04-22 13:39:02,201.5063874174953,9.0,80.60255496699811
11.0,2025-05-23T16:52:37.433686,2025-04-22T13:39:11,1745329151.0,2.863063,51.85,328.17,vehicle_01,42.47221,84.63,1.0,2025-04-22 13:39:11,219.37723530827998,9.0,87.750894123312
12.0,2025-05-23T16:52:37.438598,2025-04-22T13:39:20,1745329160.0,2.860948,58.2,312.37,vehicle_01,42.474,90.11,1.0,2025-04-22 13:39:20,264.0203544924487,9.0,105.60814179697948
13.0,2025-05-23T16:52:37.443838,2025-04-22T13:39:29,1745329169.0,2.858288,58.63,305.68,vehicle_01,42.47555,97.29,1.0,2025-04-22 13:39:29,278.026070022634,9.0,111.21042800905359
12.0,2025-05-23T16:52:37.448753,2025-04-22T13:39:38,1745329178.0,2.855316,57.79,287.7,vehicle_01,42.47644,100.32,1.0,2025-04-22 13:39:38,263.06690106366386,9.0,105.22676042546554
11.0,2025-05-23T16:52:37.453759,2025-04-22T13:39:50,1745329190.0,2.851197,56.16,296.33,vehicle_01,42.47747,95.71,1.0,2025-04-22 13:39:50,356.69362672973676,12.0,107.00808801892103
11.0,2025-05-23T16:52:37.458821,2025-04-22T13:39:59,1745329199.0,2.848792,49.82,310.27,vehicle_01,42.47885,92.73,1.0,2025-04-22 13:39:59,249.89595355378344,9.0,99.95838142151338
10.0,2025-05-23T16:52:37.464112,2025-04-22T13:40:11,1745329211.0,2.845965,54.16,323.82,vehicle_01,42.48098,90.89,1.0,2025-04-22 13:40:11,331.4266696350491,12.0,99.42800089051474
11.0,2025-05-23T16:52:37.469500,2025-04-22T13:40:20,1745329220.0,2.844694,59.22,346.49,vehicle_01,42.48314,89.74,1.0,2025-04-22 13:40:20,261.8214796669691,9.0,104.72859186678764
11.0,2025-05-23T16:52:37.474447,2025-04-22T13:40:31,1745329231.0,2.843592,58.31,333.15,vehicle_01,42.48587,89.41,1.0,2025-04-22 13:40:31,316.7269994789637,11.0,103.65610892038812
10.0,2025-05-23T16:52:37.479703,2025-04-22T13:40:40,1745329240.0,2.841724,56.27,318.24,vehicle_01,42.48774,89.01,1.0,2025-04-22 13:40:40,258.26141888745116,9.0,103.30456755498047
12.0,2025-05-23T16:52:37.484835,2025-04-22T13:40:52,1745329252.0,2.838593,57.33,311.32,vehicle_01,42.48998,87.66,1.0,2025-04-22 13:40:52,357.70009946654204,12.0,107.31002983996262
12.0,2025-05-23T16:52:37.489834,2025-04-22T13:41:01,1745329261.0,2.835926,56.06,307.53,vehicle_01,42.49144,97.42,1.0,2025-04-22 13:41:01,272.35171904937255,9.0,108.94068761974903
11.0,2025-05-23T16:52:37.495017,2025-04-22T13:41:12,1745329272.0,2.832699,55.84,304.4,vehicle_01,42.49307,96.2,1.0,2025-04-22 13:41:12,320.7133531536592,11.0,104.9607337593794
11.0,2025-05-23T16:52:37.500257,2025-04-22T13:41:21,1745329281.0,2.83029,56.98,312.31,vehicle_01,42.49462,94.33,1.0,2025-04-22 13:41:21,262.13850020437127,9.0,104.85540008174851
12.0,2025-05-23T16:52:37.505511,2025-04-22T13:41:33,1745329293.0,2.826813,55.32,291.76,vehicle_01,42.49632,92.56,1.0,2025-04-22 13:41:33,342.0496313947337,12.0,102.61488941842012
11.0,2025-05-23T16:52:37.510732,2025-04-22T13:41:42,1745329302.0,2.823921,53.77,294.18,vehicle_01,42.49716,94.44,1.0,2025-04-22 13:41:42,254.8372483772864,9.0,101.93489935091455
10.0,2025-05-23T16:52:37.516244,2025-04-22T13:41:53,1745329313.0,2.820954,53.37,313.63,vehicle_01,42.49873,93.53,1.0,2025-04-22 13:41:53,299.4093266712289,11.0,97.988506910584
11.0,2025-05-23T16:52:37.526308,2025-04-22T13:42:03,1745329323.0,2.818973,54.22,330.64,vehicle_01,42.50076,96.94,1.0,2025-04-22 13:42:03,278.0787748995471,10.0,100.10835896383696
13.0,2025-05-23T16:52:37.531915,2025-04-22T13:42:14,1745329334.0,2.817887,51.71,348.97,vehicle_01,42.50328,98.12,1.0,2025-04-22 13:42:14,294.0144445955876,11.0,96.22290914037411
13.0,2025-05-23T16:52:37.537299,2025-04-22T13:42:23,1745329343.0,2.817814,38.26,359.88,vehicle_01,42.50498,97.4,1.0,2025-04-22 13:42:23,189.12607473368047,9.0,75.65042989347218
12.0,2025-05-23T16:52:37.542743,2025-04-22T13:42:34,1745329354.0,2.818084,25.84,3.66,vehicle_01,42.50644,98.84,1.0,2025-04-22 13:42:34,163.84637864810603,11.0,53.622451193925606
11.0,2025-05-23T16:52:37.548389,2025-04-22T13:42:44,1745329364.0,2.818138,20.72,2.71,vehicle_01,42.50745,99.38,1.0,2025-04-22 13:42:44,112.39407618195058,10.0,40.461867425502206
12.0,2025-05-23T16:52:37.553845,2025-04-22T13:42:55,1745329375.0,2.818214,15.36,2.7,vehicle_01,42.5084,99.46,1.0,2025-04-22 13:42:55,105.81872131178001,11.0,34.63158152021891
11.0,2025-05-23T16:52:37.558904,2025-04-22T13:43:04,1745329384.0,2.81824,13.18,2.08,vehicle_01,42.50889,98.33,1.0,2025-04-22 13:43:04,54.527180000001714,9.0,21.810872000000685
12.0,2025-05-23T16:52:37.564135,2025-04-22T13:43:16,1745329396.0,2.818302,16.69,2.3,vehicle_01,42.5097,98.14,1.0,2025-04-22 13:43:16,90.21115577875581,12.0,27.06334673362674
12.0,2025-05-23T16:52:37.569477,2025-04-22T13:43:25,1745329405.0,2.818329,12.6,4.25,vehicle_01,42.51028,96.39,1.0,2025-04-22 13:43:25,64.53101950603175,9.0,25.812407802412704
12.0,2025-05-23T16:52:37.574500,2025-04-22T13:43:36,1745329416.0,2.818364,6.91,2.97,vehicle_01,42.5107,96.69,1.0,2025-04-22 13:43:36,46.78990283153919,11.0,15.313059108503735
12.0,2025-05-23T16:52:37.579524,2025-04-22T13:43:45,1745329425.0,2.818389,5.47,4.88,vehicle_01,42.51094,95.37,1.0,2025-04-22 13:43:45,26.765341482339775,9.0,10.706136592935911
11.0,2025-05-23T16:52:37.584655,2025-04-22T13:43:57,1745329437.0,2.818438,9.52,7.83,vehicle_01,42.51151,93.86,1.0,2025-04-22 13:43:57,63.50823663956644,12.0,19.05247099186993
11.0,2025-05-23T16:52:37.589901,2025-04-22T13:44:06,1745329446.0,2.818463,3.67,19.36,vehicle_01,42.51179,93.59,1.0,2025-04-22 13:44:06,31.2019402718766,9.0,12.480776108750641
12.0,2025-05-23T16:52:37.595096,2025-04-22T13:44:17,1745329457.0,2.818464,5.93,0.25,vehicle_01,42.51193,93.72,1.0,2025-04-22 13:44:17,15.567505515271321,11.0,5.094819986816069
12.0,2025-05-23T16:52:37.600324,2025-04-22T13:44:26,1745329466.0,2.81848,7.12,4.22,vehicle_01,42.51221,94.58,1.0,2025-04-22 13:44:26,31.16218768459929,9.0,12.464875073839716
12.0,2025-05-23T16:52:37.605406,2025-04-22T13:44:38,1745329478.0,2.818496,5.55,3.78,vehicle_01,42.51252,93.15,1.0,2025-04-22 13:44:38,34.495365519365464,12.0,10.34860965580964
12.0,2025-05-23T16:52:37.610488,2025-04-22T13:44:47,1745329487.0,2.818509,11.71,3.23,vehicle_01,42.51294,92.49,1.0,2025-04-22 13:44:47,46.71402323371713,9.0,18.685609293486852
12.0,2025-05-23T16:52:37.615768,2025-04-22T13:44:58,1745329498.0,2.818565,11.88,2.83,vehicle_01,42.51353,94.61,1.0,2025-04-22 13:44:58,65.76537792908411,11.0,21.523214594972984
12.0,2025-05-23T16:52:37.620855,2025-04-22T13:45:08,1745329508.0,2.818608,10.05,2.64,vehicle_01,42.51401,93.41,1.0,2025-04-22 13:45:08,53.48980287194038,10.0,19.256329033898535
12.0,2025-05-23T16:52:37.626034,2025-04-22T13:45:19,1745329519.0,2.818659,8.01,7.3,vehicle_01,42.51445,91.76,1.0,2025-04-22 13:45:19,49.10401229602519,11.0,16.0704040241537
12.0,2025-05-23T16:52:37.631576,2025-04-22T13:45:28,1745329528.0,2.818672,2.05,2.08,vehicle_01,42.51454,90.8,1.0,2025-04-22 13:45:28,10.064106593611841,9.0,4.0256426374447365
12.0,2025-05-23T16:52:37.637177,2025-04-22T13:45:39,1745329539.0,2.818674,8.78,3.86,vehicle_01,42.51485,89.08,1.0,2025-04-22 13:45:39,34.47081703047717,11.0,11.281358300883438
12.0,2025-05-23T16:52:37.642180,2025-04-22T13:45:49,1745329549.0,2.818708,7.04,4.45,vehicle_01,42.51519,87.71,1.0,2025-04-22 13:45:49,37.908839840086024,10.0,13.64718234243097
12.0,2025-05-23T16:52:37.647292,2025-04-22T13:46:00,1745329560.0,2.818732,6.6,3.76,vehicle_01,42.51555,93.0,1.0,2025-04-22 13:46:00,40.07847515948145,11.0,13.116591870375748
10.0,2025-05-23T16:52:37.652524,2025-04-22T13:46:09,1745329569.0,2.818776,6.22,5.24,vehicle_01,42.51583,92.88,1.0,2025-04-22 13:46:09,31.34273916862585,9.0,12.537095667450341
12.0,2025-05-23T16:52:37.657698,2025-04-22T13:46:21,1745329581.0,2.818786,1.28,342.83,vehicle_01,42.51595,93.69,1.0,2025-04-22 13:46:21,13.368539323712847,12.0,4.010561797113854
11.0,2025-05-23T16:52:37.662798,2025-04-22T13:46:41,1745329601.0,2.818781,6.48,3.57,vehicle_01,42.51606,92.67,1.0,2025-04-22 13:46:41,12.23830502410424,20.0,2.2028949043387636
11.0,2025-05-23T16:52:37.668231,2025-04-22T13:46:51,1745329611.0,2.818793,13.34,358.34,vehicle_01,42.51656,94.25,1.0,2025-04-22 13:46:51,55.60616190708504,10.0,20.018218286550614
12.0,2025-05-23T16:52:37.674144,2025-04-22T13:47:02,1745329622.0,2.81886,12.23,2.99,vehicle_01,42.51726,90.76,1.0,2025-04-22 13:47:02,78.02990988734909,11.0,25.537061417677887
13.0,2025-05-23T16:52:37.679337,2025-04-22T13:47:11,1745329631.0,2.818862,9.06,1.36,vehicle_01,42.51779,93.74,1.0,2025-04-22 13:47:11,58.93353908023633,9.0,23.573415632094534
11.0,2025-05-23T16:52:37.684311,2025-04-22T13:47:22,1745329642.0,2.818926,14.41,2.4,vehicle_01,42.51845,91.99,1.0,2025-04-22 13:47:22,73.57586087426766,11.0,24.079372649760327
11.0,2025-05-23T16:52:37.689320,2025-04-22T13:47:32,1745329652.0,2.818961,2.08,355.26,vehicle_01,42.5189,89.55,1.0,2025-04-22 13:47:32,50.11987018232559,10.0,18.043153265637212
10.0,2025-05-23T16:52:37.694333,2025-04-22T13:47:43,1745329663.0,2.81897,4.97,359.59,vehicle_01,42.51908,89.55,1.0,2025-04-22 13:47:43,20.028673621446355,11.0,6.55483863974608
11.0,2025-05-23T16:52:37.699328,2025-04-22T13:47:52,1745329672.0,2.818984,7.36,1.2,vehicle_01,42.51941,90.33,1.0,2025-04-22 13:47:52,36.71226012967468,9.0,14.684904051869875
12.0,2025-05-23T16:52:37.704216,2025-04-22T13:48:03,1745329683.0,2.819,1.17,64.79,vehicle_01,42.51972,91.07,1.0,2025-04-22 13:48:03,34.495359775630455,11.0,11.289390472024513
11.0,2025-05-23T16:52:37.709390,2025-04-22T13:48:24,1745329704.0,2.819028,4.37,0.65,vehicle_01,42.51999,91.6,1.0,2025-04-22 13:48:24,30.11020117510021,21.0,5.161748772874322
11.0,2025-05-23T16:52:37.714446,2025-04-22T13:48:34,1745329714.0,2.819041,8.0,359.62,vehicle_01,42.52025,92.02,1.0,2025-04-22 13:48:34,28.93030563215977,10.0,10.414910027577518
11.0,2025-05-23T16:52:37.719401,2025-04-22T13:48:45,1745329725.0,2.819076,6.04,1.59,vehicle_01,42.52066,90.71,1.0,2025-04-22 13:48:45,45.68006781352083,11.0,14.94984037533409
11.0,2025-05-23T16:52:37.724485,2025-04-22T13:48:54,1745329734.0,2.81911,8.23,2.88,vehicle_01,42.52098,90.74,1.0,2025-04-22 13:48:54,35.69131241688736,9.0,14.276524966754943
12.0,2025-05-23T16:52:37.729626,2025-04-22T13:49:05,1745329745.0,2.819125,0.23,0.0,vehicle_01,42.52129,90.68,1.0,2025-04-22 13:49:05,34.49234046193514,11.0,11.288402332996956
12.0,2025-05-23T16:52:37.734774,2025-04-22T13:49:26,1745329766.0,2.81914,4.95,2.43,vehicle_01,42.52137,90.67,1.0,2025-04-22 13:49:26,8.98013254863096,21.0,1.5394512940510219
13.0,2025-05-23T16:52:37.739676,2025-04-22T13:49:35,1745329775.0,2.819145,9.04,2.37,vehicle_01,42.5216,90.71,1.0,2025-04-22 13:49:35,25.578115611430242,9.0,10.231246244572096
