satellites_used,processed_at,timestamp_iso,timestamp,lon,sog,cog,id,lat,ele,quality,datetime,distance_m,time_diff_s,speed_kmh
13.0,2025-05-23T16:52:40.168957,2025-04-22T16:08:40,1745338120.0,3.728938,72.0,45.34,vehicle_01,43.50159,70.71,1.0,2025-04-22 16:08:40,473.2129809821088,13.0,131.04359473350706
13.0,2025-05-23T16:52:40.174279,2025-04-22T16:08:52,1745338132.0,3.733008,69.46,51.23,vehicle_01,43.50406,74.32,1.0,2025-04-22 16:08:52,428.0066536917914,12.0,128.40199610753743
13.0,2025-05-23T16:52:40.179526,2025-04-22T16:09:05,1745338145.0,3.73758,71.15,51.94,vehicle_01,43.50668,74.09,1.0,2025-04-22 16:09:05,469.9354608657339,13.0,130.13597377820324
14.0,2025-05-23T16:52:40.185001,2025-04-22T16:09:18,1745338158.0,3.742128,71.6,47.71,vehicle_01,43.50945,74.95,1.0,2025-04-22 16:09:18,478.9573622527671,13.0,132.63434646999704
14.0,2025-05-23T16:52:40.190399,2025-04-22T16:09:31,1745338171.0,3.745987,71.71,37.45,vehicle_01,43.51267,74.71,1.0,2025-04-22 16:09:31,474.3888890606312,13.0,131.36923081679018
13.0,2025-05-23T16:52:40.197799,2025-04-22T16:09:44,1745338184.0,3.749143,70.02,35.97,vehicle_01,43.51615,75.72,1.0,2025-04-22 16:09:44,463.1466679460205,13.0,128.2560003542826
12.0,2025-05-23T16:52:40.203253,2025-04-22T16:09:57,1745338197.0,3.752877,66.61,46.84,vehicle_01,43.51916,74.37,1.0,2025-04-22 16:09:57,450.1958547712613,13.0,124.66962132127234
13.0,2025-05-23T16:52:40.208588,2025-04-22T16:10:10,1745338210.0,3.75761,73.27,56.16,vehicle_01,43.52164,72.3,1.0,2025-04-22 16:10:10,470.832406195918,13.0,130.38435863886963
15.0,2025-05-23T16:52:40.213813,2025-04-22T16:10:23,1745338223.0,3.762616,73.16,55.42,vehicle_01,43.52402,71.84,1.0,2025-04-22 16:10:23,482.6451182356967,13.0,133.65557120373143
15.0,2025-05-23T16:52:40.218907,2025-04-22T16:10:36,1745338236.0,3.767419,70.24,52.41,vehicle_01,43.52655,68.87,1.0,2025-04-22 16:10:36,478.6396160996327,13.0,132.5463552275906
13.0,2025-05-23T16:52:40.224236,2025-04-22T16:10:49,1745338249.0,3.771934,70.31,49.78,vehicle_01,43.52919,64.08,1.0,2025-04-22 16:10:49,467.62391633051544,13.0,129.4958537530658
14.0,2025-05-23T16:52:40.229494,2025-04-22T16:11:01,1745338261.0,3.776046,70.12,49.83,vehicle_01,43.5317,61.57,1.0,2025-04-22 16:11:01,433.3445028509004,12.0,130.00335085527013
13.0,2025-05-23T16:52:40.234810,2025-04-22T16:11:14,1745338274.0,3.780222,70.46,43.58,vehicle_01,43.53465,59.98,1.0,2025-04-22 16:11:14,470.0303969821118,13.0,130.16226377966174
13.0,2025-05-23T16:52:40.240272,2025-04-22T16:11:27,1745338287.0,3.783535,69.73,36.45,vehicle_01,43.53805,66.85,1.0,2025-04-22 16:11:27,462.8734982615279,13.0,128.18035336473082
14.0,2025-05-23T16:52:40.245597,2025-04-22T16:11:40,1745338300.0,3.78731,69.82,44.83,vehicle_01,43.54121,66.54,1.0,2025-04-22 16:11:40,464.815793618789,13.0,128.71821977135693
14.0,2025-05-23T16:52:40.250929,2025-04-22T16:11:52,1745338312.0,3.791184,70.48,46.39,vehicle_01,43.54391,69.54,1.0,2025-04-22 16:11:52,433.1685474297473,12.0,129.95056422892418
14.0,2025-05-23T16:52:40.256005,2025-04-22T16:12:05,1745338325.0,3.795417,71.02,46.25,vehicle_01,43.54683,70.96,1.0,2025-04-22 16:12:05,470.9766102335916,13.0,130.4242920646869
13.0,2025-05-23T16:52:40.261269,2025-04-22T16:12:18,1745338338.0,3.800064,70.47,61.17,vehicle_01,43.54929,67.17,1.0,2025-04-22 16:12:18,463.7761919551387,13.0,128.43033007988458
13.0,2025-05-23T16:52:40.266624,2025-04-22T16:12:31,1745338351.0,3.80541,66.59,81.2,vehicle_01,43.55054,59.45,1.0,2025-04-22 16:12:31,452.7063013183176,13.0,125.36482190353412
13.0,2025-05-23T16:52:40.271886,2025-04-22T16:12:44,1745338364.0,3.810483,60.38,86.03,vehicle_01,43.5508,60.5,1.0,2025-04-22 16:12:44,409.8551616437511,13.0,113.49835245519262
13.0,2025-05-23T16:52:40.277426,2025-04-22T16:12:57,1745338377.0,3.815459,63.44,70.43,vehicle_01,43.55152,37.98,1.0,2025-04-22 16:12:57,408.92744994762444,13.0,113.24144767780369
13.0,2025-05-23T16:52:40.282992,2025-04-22T16:13:10,1745338390.0,3.819918,59.7,55.97,vehicle_01,43.55326,27.56,1.0,2025-04-22 16:13:10,408.11831111457934,13.0,113.0173784624989
13.0,2025-05-23T16:52:40.288443,2025-04-22T16:13:23,1745338403.0,3.823393,58.09,38.07,vehicle_01,43.5558,30.68,1.0,2025-04-22 16:13:23,397.7287195189016,13.0,110.14026078984968
14.0,2025-05-23T16:52:40.293593,2025-04-22T16:13:36,1745338416.0,3.825996,54.95,34.06,vehicle_01,43.55872,28.34,1.0,2025-04-22 16:13:36,386.54827248401483,13.0,107.04413699557334
13.0,2025-05-23T16:52:40.298609,2025-04-22T16:13:49,1745338429.0,3.829415,60.83,49.15,vehicle_01,43.56133,29.06,1.0,2025-04-22 16:13:49,400.15564873877906,13.0,110.81233349689266
12.0,2025-05-23T16:52:40.304180,2025-04-22T16:14:02,1745338442.0,3.83328,64.01,50.79,vehicle_01,43.56374,34.6,1.0,2025-04-22 16:14:02,410.8473158823226,13.0,113.77310285972011
13.0,2025-05-23T16:52:40.309415,2025-04-22T16:14:16,1745338456.0,3.83825,63.95,64.57,vehicle_01,43.56585,48.9,1.0,2025-04-22 16:14:16,464.110964924942,14.0,119.34281955212795
12.0,2025-05-23T16:52:40.314312,2025-04-22T16:14:28,1745338468.0,3.842626,59.03,70.23,vehicle_01,43.56715,50.32,1.0,2025-04-22 16:14:28,381.05305632059225,12.0,114.31591689617767
13.0,2025-05-23T16:52:40.319274,2025-04-22T16:14:42,1745338482.0,3.847622,58.44,73.13,vehicle_01,43.56825,38.07,1.0,2025-04-22 16:14:42,420.6888862380965,14.0,108.17714217551053
12.0,2025-05-23T16:52:40.324694,2025-04-22T16:14:54,1745338494.0,3.852204,62.81,72.83,vehicle_01,43.56927,40.59,1.0,2025-04-22 16:14:54,386.1841411569391,12.0,115.85524234708173
13.0,2025-05-23T16:52:40.329726,2025-04-22T16:15:08,1745338508.0,3.857347,58.57,79.33,vehicle_01,43.57023,33.95,1.0,2025-04-22 16:15:08,427.8739955488136,14.0,110.02474171255206
14.0,2025-05-23T16:52:40.334775,2025-04-22T16:15:21,1745338521.0,3.862095,58.44,88.34,vehicle_01,43.57056,38.74,1.0,2025-04-22 16:15:21,384.273138422705,13.0,106.41409987090293
13.0,2025-05-23T16:52:40.340111,2025-04-22T16:15:34,1745338534.0,3.866971,59.14,89.22,vehicle_01,43.5704,42.36,1.0,2025-04-22 16:15:34,393.2314443861654,13.0,108.89486152232273
12.0,2025-05-23T16:52:40.345560,2025-04-22T16:15:47,1745338547.0,3.872063,61.48,72.93,vehicle_01,43.57105,43.8,1.0,2025-04-22 16:15:47,416.54729106556033,13.0,115.35155752584748
12.0,2025-05-23T16:52:40.350984,2025-04-22T16:16:00,1745338560.0,3.876499,58.44,60.2,vehicle_01,43.57251,40.46,1.0,2025-04-22 16:16:00,392.51909133282334,13.0,108.6975945229357
13.0,2025-05-23T16:52:40.356245,2025-04-22T16:16:13,1745338573.0,3.880281,57.49,51.59,vehicle_01,43.5745,50.05,1.0,2025-04-22 16:16:13,376.55255548095505,13.0,104.2760922870337
13.0,2025-05-23T16:52:40.361289,2025-04-22T16:16:26,1745338586.0,3.884116,57.7,55.63,vehicle_01,43.57657,50.55,1.0,2025-04-22 16:16:26,385.2548312322533,13.0,106.68595326431631
12.0,2025-05-23T16:52:40.366521,2025-04-22T16:16:39,1745338599.0,3.888018,59.24,53.57,vehicle_01,43.57871,37.44,1.0,2025-04-22 16:16:39,394.2361246129082,13.0,109.17308066203613
11.0,2025-05-23T16:52:40.371597,2025-04-22T16:16:52,1745338612.0,3.891792,57.8,53.13,vehicle_01,43.58078,51.69,1.0,2025-04-22 16:16:52,381.3086682187758,13.0,105.59316966058407
13.0,2025-05-23T16:52:40.376724,2025-04-22T16:17:05,1745338625.0,3.895646,58.15,53.52,vehicle_01,43.58286,53.19,1.0,2025-04-22 16:17:05,387.1205626352331,13.0,107.20261734514148
14.0,2025-05-23T16:52:40.381966,2025-04-22T16:17:18,1745338638.0,3.899502,57.92,54.38,vehicle_01,43.58491,56.15,1.0,2025-04-22 16:17:18,385.2581214086229,13.0,106.6868643900802
14.0,2025-05-23T16:52:40.387089,2025-04-22T16:17:31,1745338651.0,3.90343,58.14,57.17,vehicle_01,43.58691,56.16,1.0,2025-04-22 16:17:31,386.7160326262745,13.0,107.09059365035294
14.0,2025-05-23T16:52:40.392620,2025-04-22T16:17:44,1745338664.0,3.907652,64.69,58.34,vehicle_01,43.58886,46.69,1.0,2025-04-22 16:17:44,403.29109285812245,13.0,111.68061032994162
14.0,2025-05-23T16:52:40.397869,2025-04-22T16:17:57,1745338677.0,3.912454,68.87,58.08,vehicle_01,43.59102,38.0,1.0,2025-04-22 16:17:57,455.2541413498822,13.0,126.07037760458277
13.0,2025-05-23T16:52:40.403005,2025-04-22T16:18:11,1745338691.0,3.917725,68.46,60.06,vehicle_01,43.59325,39.55,1.0,2025-04-22 16:18:11,491.6153574469144,14.0,126.41537762920657
11.0,2025-05-23T16:52:40.408460,2025-04-22T16:18:24,1745338704.0,3.922632,68.74,59.41,vehicle_01,43.59536,41.09,1.0,2025-04-22 16:18:24,459.5719166189037,13.0,127.26606921754258
12.0,2025-05-23T16:52:40.413661,2025-04-22T16:18:37,1745338717.0,3.927559,68.89,59.82,vehicle_01,43.59747,41.49,1.0,2025-04-22 16:18:37,460.94560529266676,13.0,127.64647531181541
12.0,2025-05-23T16:52:40.419865,2025-04-22T16:18:49,1745338729.0,3.932096,68.83,59.75,vehicle_01,43.59937,46.4,1.0,2025-04-22 16:18:49,422.03597957067933,12.0,126.61079387120381
12.0,2025-05-23T16:52:40.425153,2025-04-22T16:19:03,1745338743.0,3.937566,69.66,58.23,vehicle_01,43.6014,48.93,1.0,2025-04-22 16:19:03,494.9356472922282,14.0,127.26916644657298
11.0,2025-05-23T16:52:40.431661,2025-04-22T16:19:16,1745338756.0,3.9419,65.72,44.69,vehicle_01,43.60398,48.49,1.0,2025-04-22 16:19:16,451.75918341120223,13.0,125.10254309848676
13.0,2025-05-23T16:52:40.437012,2025-04-22T16:19:29,1745338769.0,3.945338,67.27,34.93,vehicle_01,43.6072,47.82,1.0,2025-04-22 16:19:29,452.57658130664174,13.0,125.32889943876235
10.0,2025-05-23T16:52:40.442476,2025-04-22T16:19:42,1745338782.0,3.947624,67.61,19.13,vehicle_01,43.6109,54.63,1.0,2025-04-22 16:19:42,450.7128720639207,13.0,124.81279534077805
10.0,2025-05-23T16:52:40.447819,2025-04-22T16:19:56,1745338796.0,3.949115,58.25,22.77,vehicle_01,43.61455,54.07,1.0,2025-04-22 16:19:56,423.24017071428125,14.0,108.83318675510088
12.0,2025-05-23T16:52:40.453077,2025-04-22T16:20:08,1745338808.0,3.951197,57.42,32.27,vehicle_01,43.61728,57.45,1.0,2025-04-22 16:20:08,346.75945776872,12.0,104.027837330616
13.0,2025-05-23T16:52:40.458349,2025-04-22T16:20:22,1745338822.0,3.954706,63.66,43.0,vehicle_01,43.62014,58.04,1.0,2025-04-22 16:20:22,425.35322439071683,14.0,109.37654341475576
13.0,2025-05-23T16:52:40.463639,2025-04-22T16:20:35,1745338835.0,3.958618,65.22,45.41,vehicle_01,43.62288,59.1,1.0,2025-04-22 16:20:35,438.1634016911158,13.0,121.33755739138591
12.0,2025-05-23T16:52:40.468909,2025-04-22T16:20:48,1745338848.0,3.962467,64.42,46.28,vehicle_01,43.62559,55.02,1.0,2025-04-22 16:20:48,432.19068207012805,13.0,119.68357349634316
13.0,2025-05-23T16:52:40.473969,2025-04-22T16:21:01,1745338861.0,3.965778,61.48,37.39,vehicle_01,43.62836,58.04,1.0,2025-04-22 16:21:01,407.2963832841365,13.0,112.78976767868394
13.0,2025-05-23T16:52:40.480008,2025-04-22T16:21:15,1745338875.0,3.968645,57.47,30.48,vehicle_01,43.63153,58.89,1.0,2025-04-22 16:21:15,421.2984651858349,14.0,108.33389104778612
12.0,2025-05-23T16:52:40.485335,2025-04-22T16:21:27,1745338887.0,3.970373,58.37,18.36,vehicle_01,43.6345,61.27,1.0,2025-04-22 16:21:27,358.3359938199635,12.0,107.50079814598905
11.0,2025-05-23T16:52:40.490710,2025-04-22T16:21:41,1745338901.0,3.971951,57.08,18.13,vehicle_01,43.638,60.22,1.0,2025-04-22 16:21:41,409.37690090177733,14.0,105.26834594617132
10.0,2025-05-23T16:52:40.496359,2025-04-22T16:21:54,1745338914.0,3.973772,57.41,28.48,vehicle_01,43.64126,61.66,1.0,2025-04-22 16:21:54,390.9940528489029,13.0,108.27527617354235
10.0,2025-05-23T16:52:40.501688,2025-04-22T16:22:07,1745338927.0,3.976434,57.56,38.99,vehicle_01,43.6442,62.83,1.0,2025-04-22 16:22:07,390.83907971094766,13.0,108.23236053533935
11.0,2025-05-23T16:52:40.507127,2025-04-22T16:22:20,1745338940.0,3.97987,58.2,48.71,vehicle_01,43.64663,62.69,1.0,2025-04-22 16:22:20,386.58373279094957,13.0,107.05395677287834
11.0,2025-05-23T16:52:40.512572,2025-04-22T16:22:34,1745338954.0,3.983817,55.76,52.57,vehicle_01,43.64889,64.12,1.0,2025-04-22 16:22:34,404.97772489826764,14.0,104.13712925955454
11.0,2025-05-23T16:52:40.518238,2025-04-22T16:22:47,1745338967.0,3.987543,58.91,50.73,vehicle_01,43.65104,65.0,1.0,2025-04-22 16:22:47,383.437734846809,13.0,106.18275734219327
12.0,2025-05-23T16:52:40.523702,2025-04-22T16:23:01,1745338981.0,3.991253,56.79,50.06,vehicle_01,43.65363,65.76,1.0,2025-04-22 16:23:01,414.77017259296986,14.0,106.65518723819225
12.0,2025-05-23T16:52:40.528964,2025-04-22T16:23:14,1745338994.0,3.995026,61.58,47.78,vehicle_01,43.65592,64.66,1.0,2025-04-22 16:23:14,396.203175010322,13.0,109.71780231055071
11.0,2025-05-23T16:52:40.534080,2025-04-22T16:23:27,1745339007.0,3.999026,67.85,43.63,vehicle_01,43.65887,65.48,1.0,2025-04-22 16:23:27,459.50943619686427,13.0,127.24876694682395
9.0,2025-05-23T16:52:40.539132,2025-04-22T16:23:40,1745339020.0,4.002394,69.04,36.93,vehicle_01,43.6622,65.61,1.0,2025-04-22 16:23:40,458.81488252301756,13.0,127.05642900637409
10.0,2025-05-23T16:52:40.544233,2025-04-22T16:23:54,1745339034.0,4.005998,65.57,37.42,vehicle_01,43.66573,65.46,1.0,2025-04-22 16:23:54,487.96806424427945,14.0,125.47750223424329
11.0,2025-05-23T16:52:40.549324,2025-04-22T16:24:07,1745339047.0,4.009066,53.97,43.92,vehicle_01,43.66835,63.17,1.0,2025-04-22 16:24:07,381.798971469773,13.0,105.7289459454756
11.0,2025-05-23T16:52:40.554525,2025-04-22T16:24:20,1745339060.0,4.01245,58.17,50.91,vehicle_01,43.67059,60.65,1.0,2025-04-22 16:24:20,368.94536304076956,13.0,102.16948514975157
13.0,2025-05-23T16:52:40.559753,2025-04-22T16:24:33,1745339073.0,4.016481,59.2,58.46,vehicle_01,43.67262,55.37,1.0,2025-04-22 16:24:33,395.04688260813714,13.0,109.3975982607149
14.0,2025-05-23T16:52:40.564864,2025-04-22T16:24:47,1745339087.0,4.021168,60.5,67.16,vehicle_01,43.67433,54.08,1.0,2025-04-22 16:24:47,422.19690430361845,14.0,108.5649182495019
13.0,2025-05-23T16:52:40.570028,2025-04-22T16:25:00,1745339100.0,4.025891,60.84,67.53,vehicle_01,43.67566,39.99,1.0,2025-04-22 16:25:00,407.6160821641353,13.0,112.8782996762221
14.0,2025-05-23T16:52:40.575204,2025-04-22T16:25:13,1745339113.0,4.030642,60.81,67.31,vehicle_01,43.67713,28.06,1.0,2025-04-22 16:25:13,415.5798893625608,13.0,115.08366166963222
14.0,2025-05-23T16:52:40.580383,2025-04-22T16:25:26,1745339126.0,4.035292,61.33,66.58,vehicle_01,43.67859,23.4,1.0,2025-04-22 16:25:26,407.6720100004362,13.0,112.89378738473619
12.0,2025-05-23T16:52:40.585768,2025-04-22T16:25:40,1745339140.0,4.040102,60.93,60.59,vehicle_01,43.68033,23.48,1.0,2025-04-22 16:25:40,432.4996206951074,14.0,111.2141881787419
13.0,2025-05-23T16:52:40.591133,2025-04-22T16:25:53,1745339153.0,4.044508,67.72,54.22,vehicle_01,43.68248,38.03,1.0,2025-04-22 16:25:53,427.4215514887315,13.0,118.36289118149487
13.0,2025-05-23T16:52:40.596463,2025-04-22T16:26:07,1745339167.0,4.049504,69.56,55.6,vehicle_01,43.68508,43.45,1.0,2025-04-22 16:26:07,494.95105268501806,14.0,127.27312783329036
14.0,2025-05-23T16:52:40.602832,2025-04-22T16:26:20,1745339180.0,4.054492,69.11,64.49,vehicle_01,43.68713,42.53,1.0,2025-04-22 16:26:20,461.3305621787055,13.0,127.75307875717999
12.0,2025-05-23T16:52:40.608043,2025-04-22T16:26:33,1745339193.0,4.059771,68.23,71.39,vehicle_01,43.68866,38.71,1.0,2025-04-22 16:26:33,457.2908945536038,13.0,126.63440156869027
12.0,2025-05-23T16:52:40.613204,2025-04-22T16:26:47,1745339207.0,4.065646,68.09,76.36,vehicle_01,43.68974,49.88,1.0,2025-04-22 16:26:47,487.4040049664098,14.0,125.33245841993394
13.0,2025-05-23T16:52:40.618320,2025-04-22T16:27:00,1745339220.0,4.071035,68.88,72.46,vehicle_01,43.69077,52.55,1.0,2025-04-22 16:27:00,448.17480846772617,13.0,124.10994696029339
12.0,2025-05-23T16:52:40.623519,2025-04-22T16:27:14,1745339234.0,4.076881,69.09,67.04,vehicle_01,43.69244,42.4,1.0,2025-04-22 16:27:14,505.379614825435,14.0,129.954758097969
12.0,2025-05-23T16:52:40.628609,2025-04-22T16:27:27,1745339247.0,4.082286,69.85,67.61,vehicle_01,43.69409,29.62,1.0,2025-04-22 16:27:27,471.70194208157363,13.0,130.6251531918204
12.0,2025-05-23T16:52:40.633661,2025-04-22T16:27:41,1745339261.0,4.088009,69.68,70.97,vehicle_01,43.69575,18.48,1.0,2025-04-22 16:27:41,495.75664484540795,14.0,127.4802801031049
14.0,2025-05-23T16:52:40.638613,2025-04-22T16:27:54,1745339274.0,4.093275,64.37,84.37,vehicle_01,43.69662,30.12,1.0,2025-04-22 16:27:54,434.27416690268376,13.0,120.26053852689705
11.0,2025-05-23T16:52:40.643673,2025-04-22T16:28:08,1745339288.0,4.099148,66.81,88.09,vehicle_01,43.69684,53.57,1.0,2025-04-22 16:28:08,472.79115236095,14.0,121.57486774995857
13.0,2025-05-23T16:52:40.648684,2025-04-22T16:28:22,1745339302.0,4.105072,69.39,75.48,vehicle_01,43.69752,52.31,1.0,2025-04-22 16:28:22,482.2193697431178,14.0,123.99926650537314
15.0,2025-05-23T16:52:40.653862,2025-04-22T16:28:35,1745339315.0,4.110233,67.9,61.25,vehicle_01,43.69915,46.47,1.0,2025-04-22 16:28:35,452.76651949900076,13.0,125.38149770741559
14.0,2025-05-23T16:52:40.658995,2025-04-22T16:28:49,1745339329.0,4.11516,68.24,47.05,vehicle_01,43.70174,41.47,1.0,2025-04-22 16:28:49,489.71458715482277,14.0,125.92660812552586
12.0,2025-05-23T16:52:40.664079,2025-04-22T16:29:02,1745339342.0,4.119073,69.06,43.71,vehicle_01,43.7047,46.3,1.0,2025-04-22 16:29:02,455.27247161627446,13.0,126.07545367835293
11.0,2025-05-23T16:52:40.669082,2025-04-22T16:29:15,1745339355.0,4.12279,61.97,45.73,vehicle_01,43.70754,44.25,1.0,2025-04-22 16:29:15,434.7357572922405,13.0,120.38836355785122
13.0,2025-05-23T16:52:40.676157,2025-04-22T16:29:29,1745339369.0,4.127,64.42,49.47,vehicle_01,43.71028,40.49,1.0,2025-04-22 16:29:29,455.34160385076325,14.0,117.08784099019627
13.0,2025-05-23T16:52:40.681722,2025-04-22T16:29:43,1745339383.0,4.131337,65.43,48.17,vehicle_01,43.71301,45.79,1.0,2025-04-22 16:29:43,462.2352449711032,14.0,118.86049156399798
12.0,2025-05-23T16:52:40.686968,2025-04-22T16:29:56,1745339396.0,4.135638,68.61,48.96,vehicle_01,43.7156,45.07,1.0,2025-04-22 16:29:56,449.9255430162374,13.0,124.59476575834267
12.0,2025-05-23T16:52:40.692197,2025-04-22T16:30:10,1745339410.0,4.140461,70.56,50.12,vehicle_01,43.71853,25.07,1.0,2025-04-22 16:30:10,506.34908670584485,14.0,130.20405086721726
13.0,2025-05-23T16:52:40.697437,2025-04-22T16:30:23,1745339423.0,4.145035,69.61,55.24,vehicle_01,43.72118,21.59,1.0,2025-04-22 16:30:23,471.1113398011493,13.0,130.4616017910875
12.0,2025-05-23T16:52:40.702654,2025-04-22T16:30:37,1745339437.0,4.150742,70.84,69.92,vehicle_01,43.72313,23.67,1.0,2025-04-22 16:30:37,507.29236336136177,14.0,130.44660772149302
14.0,2025-05-23T16:52:40.707764,2025-04-22T16:30:50,1745339450.0,4.156307,69.17,81.76,vehicle_01,43.72414,34.24,1.0,2025-04-22 16:30:50,461.08205022932066,13.0,127.6842600635042
11.0,2025-05-23T16:52:40.712873,2025-04-22T16:31:04,1745339464.0,4.162594,67.63,89.52,vehicle_01,43.72433,35.28,1.0,2025-04-22 16:31:04,505.6509007004416,14.0,130.0245173229707
13.0,2025-05-23T16:52:40.718178,2025-04-22T16:31:17,1745339477.0,4.168259,69.53,85.36,vehicle_01,43.72451,38.85,1.0,2025-04-22 16:31:17,455.66519474365,13.0,126.18420777516461
13.0,2025-05-23T16:52:40.723395,2025-04-22T16:31:31,1745339491.0,4.174488,70.82,78.83,vehicle_01,43.72518,45.16,1.0,2025-04-22 16:31:31,506.05743879345835,14.0,130.12905568974645
13.0,2025-05-23T16:52:40.728555,2025-04-22T16:31:45,1745339505.0,4.180467,65.26,72.57,vehicle_01,43.72632,39.2,1.0,2025-04-22 16:31:45,496.88829494242634,14.0,127.7712758423382
13.0,2025-05-23T16:52:40.733722,2025-04-22T16:31:59,1745339519.0,4.185571,63.11,61.08,vehicle_01,43.72784,37.03,1.0,2025-04-22 16:31:59,443.58803679612436,14.0,114.06549517614626
14.0,2025-05-23T16:52:40.739178,2025-04-22T16:32:12,1745339532.0,4.189862,64.57,45.14,vehicle_01,43.73015,31.64,1.0,2025-04-22 16:32:12,429.94865486992984,13.0,119.06270442551904
13.0,2025-05-23T16:52:40.744702,2025-04-22T16:32:26,1745339546.0,4.193285,67.64,27.61,vehicle_01,43.73371,39.51,1.0,2025-04-22 16:32:26,482.0181287862523,14.0,123.94751883075058
11.0,2025-05-23T16:52:40.750059,2025-04-22T16:32:39,1745339559.0,4.195052,64.4,16.24,vehicle_01,43.73743,57.71,1.0,2025-04-22 16:32:39,437.3287595764366,13.0,121.10642572885936
12.0,2025-05-23T16:52:40.755483,2025-04-22T16:32:53,1745339573.0,4.196982,59.98,27.67,vehicle_01,43.7413,55.64,1.0,2025-04-22 16:32:53,457.4057020781995,14.0,117.61860910582273
10.0,2025-05-23T16:52:40.760925,2025-04-22T16:33:07,1745339587.0,4.19994,60.31,38.94,vehicle_01,43.74445,51.93,1.0,2025-04-22 16:33:07,423.2613915961221,14.0,108.83864355328855
11.0,2025-05-23T16:52:40.766257,2025-04-22T16:33:21,1745339601.0,4.20417,67.38,53.59,vehicle_01,43.74732,45.22,1.0,2025-04-22 16:33:21,466.1557700405222,14.0,119.86862658184857
14.0,2025-05-23T16:52:40.771971,2025-04-22T16:33:34,1745339614.0,4.209054,68.59,63.34,vehicle_01,43.74946,33.71,1.0,2025-04-22 16:33:34,458.83551650978393,13.0,127.06214303347862
12.0,2025-05-23T16:52:40.777375,2025-04-22T16:33:48,1745339628.0,4.214877,67.88,79.66,vehicle_01,43.75074,46.21,1.0,2025-04-22 16:33:48,488.89759950180337,14.0,125.71652558617802
14.0,2025-05-23T16:52:40.782614,2025-04-22T16:34:01,1745339641.0,4.22073,70.45,91.54,vehicle_01,43.75106,46.07,1.0,2025-04-22 16:34:01,471.4693061498085,13.0,130.56073093379314
15.0,2025-05-23T16:52:40.787976,2025-04-22T16:34:15,1745339655.0,4.22688,69.09,101.06,vehicle_01,43.7504,44.49,1.0,2025-04-22 16:34:15,499.403460809309,14.0,128.41803277953662
14.0,2025-05-23T16:52:40.793190,2025-04-22T16:34:29,1745339669.0,4.232927,68.62,100.5,vehicle_01,43.74957,45.28,1.0,2025-04-22 16:34:29,494.4051043066801,14.0,127.13274110743203
14.0,2025-05-23T16:52:40.798601,2025-04-22T16:34:43,1745339683.0,4.238923,67.42,101.06,vehicle_01,43.74875,48.37,1.0,2025-04-22 16:34:43,490.17968881468937,14.0,126.04620569520584
15.0,2025-05-23T16:52:40.803741,2025-04-22T16:34:56,1745339696.0,4.244516,68.81,94.13,vehicle_01,43.74815,48.54,1.0,2025-04-22 16:34:56,454.1861979144115,13.0,125.77463942245241
15.0,2025-05-23T16:52:40.808932,2025-04-22T16:35:10,1745339710.0,4.250557,70.52,67.41,vehicle_01,43.74916,44.64,1.0,2025-04-22 16:35:10,498.07026978644825,14.0,128.075212230801
15.0,2025-05-23T16:52:40.814284,2025-04-22T16:35:24,1745339724.0,4.25567,69.31,45.98,vehicle_01,43.75164,30.23,1.0,2025-04-22 16:35:24,494.68332098519863,14.0,127.20428253905108
15.0,2025-05-23T16:52:40.819550,2025-04-22T16:35:38,1745339738.0,4.259215,66.34,33.7,vehicle_01,43.75512,31.88,1.0,2025-04-22 16:35:38,480.4245593333489,14.0,123.53774382857543
13.0,2025-05-23T16:52:40.824675,2025-04-22T16:35:51,1745339751.0,4.262168,65.35,32.59,vehicle_01,43.75844,38.64,1.0,2025-04-22 16:35:51,438.78564428278696,13.0,121.5098707244641
14.0,2025-05-23T16:52:40.830035,2025-04-22T16:36:05,1745339765.0,4.265191,65.81,28.89,vehicle_01,43.76199,52.06,1.0,2025-04-22 16:36:05,463.42338713661076,14.0,119.16601383512848
14.0,2025-05-23T16:52:40.835307,2025-04-22T16:36:19,1745339779.0,4.267907,67.09,31.27,vehicle_01,43.76588,53.75,1.0,2025-04-22 16:36:19,484.4261338772721,14.0,124.56672013986997
15.0,2025-05-23T16:52:40.840674,2025-04-22T16:36:33,1745339793.0,4.271914,64.45,54.64,vehicle_01,43.76873,42.68,1.0,2025-04-22 16:36:33,451.61921997637995,14.0,116.13065656535484
16.0,2025-05-23T16:52:40.846534,2025-04-22T16:36:47,1745339807.0,4.277172,67.24,60.33,vehicle_01,43.77082,30.32,1.0,2025-04-22 16:36:47,481.9349255373383,14.0,123.92612370960128
15.0,2025-05-23T16:52:40.853215,2025-04-22T16:37:01,1745339821.0,4.282089,69.91,46.66,vehicle_01,43.77351,25.85,1.0,2025-04-22 16:37:01,495.3168102609943,14.0,127.36717978139855
14.0,2025-05-23T16:52:40.858635,2025-04-22T16:37:14,1745339834.0,4.28588,70.37,34.83,vehicle_01,43.77674,29.07,1.0,2025-04-22 16:37:14,470.78789706991915,13.0,130.37203303474683
14.0,2025-05-23T16:52:40.863934,2025-04-22T16:37:28,1745339848.0,4.289144,65.64,34.77,vehicle_01,43.78041,39.82,1.0,2025-04-22 16:37:28,484.97809052225074,14.0,124.70865184857877
